RegistrationNumber,LabelName,Class,Order,Family,ScientificName,DateTaxonomyCorrected,TaxonomyNotes,TypeStatus,Country,Locality,Latitude,Longitude,Extent_km,Certainty,Type,NOTES,Georeferencer,DateGeoreferenced,Validated
1947.2.22.49,,Amphibia,Anura,Hylidae,Gastrotheca cornuta,Feb-18,,Type,Ecuador,Cachabe,0.722029,-79.23442,97.45,25,2.2,"Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",Berkowitz,Mar-18,
1898.4.28.162,,Amphibia,Anura,Hylidae,Gastrotheca cornuta,Feb-18,,Type,Ecuador,Cachabe,0.722029,-79.23442,97.45,25,2.2,"Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",Berkowitz,Mar-18,
1898.4.28.147-151,,Amphibia,Anura,Hylidae,Hypsiboas rosenbergi,Feb-18,Replaced Hypsiboas rosenbergi updated scientific name,Types,Ecuador,Cachabe,0.722029,-79.23442,97.45,25,2.2,"Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",Berkowitz,Mar-18,
1898.4.28.160-161,,Amphibia,Anura,Hylidae,Gastrotheca angustifrons,Feb-18,,Types,Ecuador,Cachabe,0.722029,-79.23442,97.45,25,2.2,"Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",Berkowitz,Mar-18,
1947.2.22.38-39,,Amphibia,Anura,Hylidae,Gastrotheca angustifrons,Feb-18,,Types,Ecuador,Cachabe,0.722029,-79.23442,97.45,25,2.2,"Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",Berkowitz,Mar-18,
1947.2.15.82,,Amphibia,Anura,Leptodactylidae,Diasporus gularis,Feb-18,,holotype,Ecuador,Cachabe,0.722029,-79.23442,97.45,25,2.2,"Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",Berkowitz,Mar-18,
1947.2.15.69,,Amphibia,Anura,Leptodactylidae,Pristimantis achatinus,Feb-18,,holotype,Ecuador,"Cachabi | Cachabe, Prov. Esmeraldas, Ecuador",0.722029,-79.23442,97.45,25,2.2,"Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",Berkowitz,Mar-18,
1947.2.15.56-60,,Amphibia,Anura,Leptodactylidae,Craugastor longirostris,Feb-18,,syntypes,Ecuador,"Cachabi | Cachabe, Prov. Esmeraldas, Ecuador",0.722029,-79.23442,97.45,25,2.2,"Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",Berkowitz,Mar-18,
1947.2.15.66-67,,Amphibia,Anura,Leptodactylidae,Pristimantis latidiscus,Feb-18,,syntypes,Ecuador,"Cachabi | Cachabe, Province Esmeraldas,  Ecuador",0.722029,-79.23442,97.45,25,2.2,"Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",Berkowitz,Mar-18,
1947.2.16.8-10,,Amphibia,Anura,Leptodactylidae,Strabomantis anomalus,Feb-18,,syntypes,Ecuador,Cachabe | W. Ecuador,0.722029,-79.23442,97.45,25,2.2,"Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",Berkowitz,Mar-18,
1898.4.28.106,,Amphibia,Anura,Leptodactylidae,Pristimantis achatinus,Feb-18,,Type,Ecuador,Cachabe,0.722029,-79.23442,97.45,25,2.2,"Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",Berkowitz,Mar-18,
1898.4.28.107,,Amphibia,Anura,Leptodactylidae,Diasporus gularis,Feb-18,,Type,Ecuador,Cachabe,0.722029,-79.23442,97.45,25,2.2,"Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",Berkowitz,Mar-18,
1898.4.28.110,,Amphibia,Anura,Leptodactylidae,Pristimantis chalceus,Feb-18,,Type,Ecuador,Cachabe,0.722029,-79.23442,97.45,25,2.2,"Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",Berkowitz,Mar-18,
1898.4.28.98-100,,Amphibia,Anura,Leptodactylidae,Strabomantis anomalus,Feb-18,,Types,Ecuador,Cachabe,0.722029,-79.23442,97.45,25,2.2,"Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",Berkowitz,Mar-18,
1898.4.28.101-105,,Amphibia,Anura,Leptodactylidae,Craugastor longirostris,Feb-18,,Types,Ecuador,Cachabe,0.722029,-79.23442,97.45,25,2.2,"Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",Berkowitz,Mar-18,
1898.4.28.108-109,,Amphibia,Anura,Leptodactylidae,Pristimantis latidiscus,Feb-18,,Types,Ecuador,Cachabe,0.722029,-79.23442,97.45,25,2.2,"Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",Berkowitz,Mar-18,
1939.1.1.65,,Amphibia,Anura,Centrolenidae,Hyalinobatrachium taylori,Feb-18,,Holotype,British Guiana,New River,3.238909,-57.598593,42.34,25,2.5,"New River, Guyana. Used Google Maps for river and protocol to measure geographic center; extent measured equal to half the length of river.",Berkowitz,Mar-18,
1939.1.1.64,,Amphibia,Anura,Centrolenidae,Hyalinobatrachium taylori,Feb-18,,Paratype,British Guiana,New River,3.238909,-57.598593,42.34,25,2.5,"New River, Guyana. Used Google Maps for river and protocol to measure geographic center; extent measured equal to half the length of river.",Berkowitz,Mar-18,
1947.2.15.83-84,,Amphibia,Anura,Leptodactylidae,Craugastor raniformis,Feb-18,,Cotypes,Colombia,Cali,3.409113,-76.524293,13.99,50,2.2,"Cali. Extent furthest point from centroid within Cali district (Valle del Cauca region), as defined by Google Maps boundaries. I gave 50% certainty as borders have likely changed.",Berkowitz,Mar-18,
1947.2.16.95,,Amphibia,Anura,Ranidae,Pristimantis erythropleura,Feb-18,,holotype,Colombia,Cali,3.409113,-76.524293,13.99,50,2.2,"Cali. Extent furthest point from centroid within Cali district (Valle del Cauca region), as defined by Google Maps boundaries. I gave 50% certainty as borders have likely changed.",Berkowitz,Mar-18,
1947.2.16.16-19,,Amphibia,Anura,Leptodactylidae,Craugastor raniformis,Feb-18,,Cotypes,Colombia,Buenaventura,3.883026,-77.020971,6.75,50,2.2,"Buenaventura. Extent furthest point from centroid within Buenaventura district in the Valle Del Cauca, as defined by Google Maps boundaries. I gave 50% certainty as borders have likely changed.",Berkowitz,Mar-18,
1947.2.15.68,,Amphibia,Anura,Leptodactylidae,Strabomantis bufoniformis,Feb-18,,holotype,Colombia,Buenaventura,3.883026,-77.020971,6.75,50,2.2,"Buenaventura. Extent furthest point from centroid within Buenaventura district in the Valle Del Cauca, as defined by Google Maps boundaries. I gave 50% certainty as borders have likely changed.",Berkowitz,Mar-18,
1947.2.15.68,,Amphibia,Anura,Leptodactylidae,Strabomantis bufoniformis,Feb-18,,Type,Colombia,Buenaventura,3.883026,-77.020971,6.75,50,2.2,"Buenaventura. Extent furthest point from centroid within Buenaventura district in the Valle Del Cauca, as defined by Google Maps boundaries. I gave 50% certainty as borders have likely changed.",Berkowitz,Mar-18,
1868.3.4.9,,Amphibia,Anura,Bufonidae,Rhaebo glaberrimus,Feb-18,,Holotype,Colombia,Bogotà,4.648968,-74.097516,22.08,50,2.3,"Bogotà. Extent furthest point from centroid within Bogotà city, as defined by Google Maps boundaries. Boundaries of the city seemed dubious which is why I give this a 50% certainty. ",Berkowitz,Mar-18,
1947.2.16.86-87,,Amphibia,Anura,Leptodactylidae,Pristimantis palmeri,Feb-18,,syntypes,Colombia,"Pueblo Rico | Pueblo Rico, Choco, S.W. Colombia",5.223111,-76.032841,26.35,25,2.2,"Pueblo Rico, Risaralda. Extent furthest point from centroid within Pueblo Rico in Risaralda district, as defined by Google Maps boundaries. I gave 25% certainty as borders have likely changed, and as there was no Pueblo Rico located in the South West of the country this appeared to be the most likely habitat.",Berkowitz,Mar-18,
1904.6.30.17,,Amphibia,Anura,Hylidae,Hyloscirtus platydactylus,Feb-18,,Type,Venezuela,Merida,8.564916,-71.185491,105.94,50,2.2,"M_rida. Extent measured as furthest point from centroid of M_rida state, as defined by Google Maps boundaries.",Berkowitz,Mar-18,
1947.2.16.80-85,,Amphibia,Anura,Leptodactylidae,Pristimantis briceni,Feb-18,,syntypes,Venezuela,Merida,8.564916,-71.185491,105.94,50,2.2,"M_rida. Extent measured as furthest point from centroid of M_rida state, as defined by Google Maps boundaries.",Berkowitz,Mar-18,
1847.11.7.38,,Amphibia,Anura,Bufonidae,Rhinella sternosignata,Feb-18,,Types,Venezuela,Puerto Cabello,10.469579,-68.030649,6.22,75,2.2,"Puerto Cabello. Extent furthest point from centroid withinPuerto Cabello district, as defined by Google Maps boundaries. I gave a 75% certainty score since district boundaries for this area have likely changed, but not too greatly.",Berkowitz,Mar-18,
1853.2.4.165,,Amphibia,Anura,Hylidae,Dendropsophus battersbyi,Feb-18,,Type,Venezuela,"Caracas, Venezuela",10.481213,-66.904788,20.57,50,2.2,"Caracas. Extent furthest point from centroid within district of Caracas, as defined by Google Maps boundaries. I gave 50% certainty as borders have likely changed.",Berkowitz,Mar-18,
1947.2.31.25,,Amphibia,Anura,Microhylidae,Elachistocleis ovalis,Feb-18,,paratype,Colombia,"Fundacion, Colombia",10.52144,-74.186748,2.22,25,2.2,"FundaciÑn, Magdalena. Extent furthest point from centroid within Magdalena district, as defined by Google Maps boundaries. Gave 25% certainty score as boundaries for this location has likely shifted greatly.",Berkowitz,Mar-18,
1916.4.4.6,,Amphibia,Anura,Leptodactylidae,Pristimantis sanctaemartae,Feb-18,,Cotype,Colombia,Sta. Marta Mts,10.923912,-73.604585,42.5,25,2.6,Sierra Nevada de Santa Marta. Used Google Maps to determine terrain of mountain range and measured extent using further point from centroid.,Berkowitz,Mar-18,
1916.4.4.4,,Amphibia,Anura,Leptodactylidae,Pristimantis sanctaemartae,Feb-18,,Cotype,Colombia,"San Lorenzo, S. Marta Mts, 6500ft",10.923912,-73.604585,5.12,25,2.6,"Cuchilla San Lorenzo, Sierra Nevada de Santa Marta. Used Google Maps terrain feature to measure furthest distance from centroid out to 1980m (6500ft).",Berkowitz,Mar-18,
1947.2.15.37,,Amphibia,Anura,Leptodactylidae,Geobatrachus walkeri,Feb-18,,paratype,Colombia,"Santa Marta Mountains | Santa Marta Mountains, N. Colombia",10.923912,-73.604585,42.5,25,2.6,Sierra Nevada de Santa Marta. Used Google Maps to determine terrain of mountain range and measured extent using further point from centroid.,Berkowitz,Mar-18,
1947.2.15.36,,Amphibia,Anura,Leptodactylidae,Geobatrachus walkeri,Feb-18,,paratype,Colombia,"Santa Marta Mountains | Santa Marta Mountains, N. Colombia",10.923912,-73.604585,42.5,25,2.6,Sierra Nevada de Santa Marta. Used Google Maps to determine terrain of mountain range and measured extent using further point from centroid.,Berkowitz,Mar-18,
1916.4.4.5,,Amphibia,Anura,Leptodactylidae,Pristimantis delicatus,Feb-18,,Paratype,Colombia,"S. Lorenzo Mt., Sta. Marta Mts, 5000ft",10.923912,-73.604585,5.84,25,2.6,"Cuchilla San Lorenzo, Sierra Nevada de Santa Marta. Used Google Maps terrain feature to measure furthest distance from centroid out to 1500m (5000ft).",Berkowitz,Mar-18,
1947.2.16.98,,Amphibia,Anura,Leptodactylidae,Pristimantis sanctaemartae,Feb-18,,syntype,Colombia,Santa Marta Mountains,10.923912,-73.604585,42.5,25,2.6,Sierra Nevada de Santa Marta. Used Google Maps to determine terrain of mountain range and measured extent using further point from centroid.,Berkowitz,Mar-18,
1947.2.15.36,,Amphibia,Anura,Leptodactylidae,Geobatrachus walkeri,Feb-18,,Type,Colombia,"Santa Marta Mts, N. Colombia",10.923912,-73.604585,42.5,25,2.6,Sierra Nevada de Santa Marta. Used Google Maps to determine terrain of mountain range and measured extent using further point from centroid.,Berkowitz,Mar-18,
1947.2.15.37,,Amphibia,Anura,Leptodactylidae,Geobatrachus walkeri,Feb-18,,Type,Colombia,"Santa Marta Mts, N. Colombia",10.923912,-73.604585,42.5,25,2.6,Sierra Nevada de Santa Marta. Used Google Maps to determine terrain of mountain range and measured extent using further point from centroid.,Berkowitz,Mar-18,
1947.2.16.93,,Amphibia,Anura,Leptodactylidae,Pristimantis sanctaemartae,Feb-18,,syntype,Colombia,"San Lorenzo, Santa Marta Mountains",11.158441,-73.939668,3.92,25,2.6,"Cuchilla San Lorenzo, Sierra Nevada de Santa Marta. Used Google Maps terrain feature to measure furthest distance from centroid to low points.",Berkowitz,Mar-18,
1929.11.12.4,,Amphibia,Anura,Leptodactylidae,Engystomops pustulosus,Feb-18,,Paratype,Colombia,Santa Marta,11.234049,-74.192526,5.64,50,2.2,"Santa Marta. Extent furthest point from centroid within Santa Marta district in the Magdalena region, as defined by Google Maps boundaries. I gave 50% certainty as borders have likely changed, they are very choppy with random outposts considered part of the Google Maps borders.",Berkowitz,Mar-18,
1929.11.12.4,,Amphibia,Anura,Leptodactylidae,Engystomops pustulosus,Feb-18,,paratype,Colombia,Santa Marta,11.234049,-74.192526,5.64,50,2.2,"Santa Marta. Extent furthest point from centroid within Santa Marta district in the Magdalena region, as defined by Google Maps boundaries. I gave 50% certainty as borders have likely changed, they are very choppy with random outposts considered part of the Google Maps borders.",Berkowitz,Mar-18,
1895.11.15.3,,Amphibia,Gymnophiona,Herpelidae,Boulengerula boulengeri,Dec-17,,,,"Usambara, Tanga Division, East Africa",-4.832582,38.454058,48.00,100%,2.6,Centroid taken from the Usambara mountains in Tanzania.,Fisher,Jan-18,
1935.2.9.3-4,,Amphibia,Gymnophiona,Herpelidae,Boulengerula taitana,Dec-17,,,,"Mt. Mbololo, Taita hills, 4000ft, Kenya",-3.330868,38.450777,6.84,50%,2.6,"Centroid taken with best evidence of it being mount Mbololo in the Taita hills. Evidence comes from papers undertaking research in this exact region. Extent taken at all the altitudes that match the locality.  - http://www.jstor.org.lib-ezproxy-live.nhm.ac.uk:2048/stable/pdf/41508753.pdf?refreqid=excelsior%3Ae0e7f6322fdb4b34666645ea66834127, http://www.tandfonline.com.lib-ezproxy-live.nhm.ac.uk:2048/doi/abs/10.1080/21564574.2009.9635580#aHR0cDovL3d3dy50YW5kZm9ubGluZS5jb20ubGliLWV6cHJveHktbGl2ZS5uaG0uYWMudWs6MjA0OC9kb2kvcGRmLzEwLjEwODAvMjE1NjQ1NzQuMjAwOS45NjM1NTgwP25lZWRBY2Nlc3M9dHJ1ZUBAQDA=",Fisher,Jan-18,
1927.8.17.12,,Amphibia,Gymnophiona,Herpelidae,Boulengerula uluguruensis,Dec-17,,,,"Vituri, Uluguru Mountains",-7.166859,37.666745,47.52,75%,2.6,Vituri could not be found as the locality - could try to use this document for a more accurate extent - http://www.worldcat.org/title/comparative-study-of-the-herpetological-faunae-of-the-uluguru-and-usambara-mountains-tanganyika-territory-with-descriptions-of-new-species/oclc/1881790. Otherwise used centroid from the uluguru mountains. ,Fisher,Jan-18,
1860.6.16.85,,Amphibia,Gymnophiona,Caeciliidae,Caecilia guntheri,Dec-17,,,,West Ecuador ,-1.253359,-79.832448,319.11,100%,2.2,"Centroid taken from a measurement equidistant between the country centroid to the western coast. ""Western Ecuador"" is taken as the area of land west of the Andes mountain range, which travels down the spine of the country. Very large extent but will cover the vague locality provided. ",Fisher,Jan-18,
1901.3.29.116,,Amphibia,Gymnophiona,Caeciliidae,Caecilia nigricans,Dec-17,,,,"Paramba, N.W. Ecuador 3.500ft",0.189114,-78.966641,205.03,100%,2.2,"Unsure where Paramba refers to. Could be a region which comes up as Parambas park along the rio mira in Northern Ecuador, so instead took the locality for North West Ecuador. Using a best guess centroid in the north west. ",Fisher,Jan-18,
1901.6.27.22,,Amphibia,Gymnophiona,Caeciliidae,Caecilia nigricans,Dec-17,,,,"Paramba, N.W. Ecuador 60ft",0.189114,-78.966641,205.03,100%,2.2,"Unsure where Paramba refers to. Could be a region which comes up as Parambas park along the rio mira in Northern Ecuador, so instead took the locality for North West Ecuador. Using a best guess centroid in the north west. ",Fisher,Jan-18,
1913.11.12.133,,Amphibia,Gymnophiona,Caeciliidae,Caecilia nigricans,Dec-17,,,,"Pena Lisa, Condoto, Choco, Colombia",5.133622,-76.457707,38.73,100%,2.2,"Best guess centroid taken from the geographic region of Condoto, pena lisa could not be found. ",Fisher,Jan-18,
1914.5.21.91,,Amphibia,Gymnophiona,Caeciliidae,Caecilia nigricans,Dec-17,,,,"Pena Lisa, Condoto, Colombia",5.133622,-76.457707,38.73,100%,2.2,"Best guess centroid taken from the geographic region of Condoto, pena lisa could not be found. ",Fisher,Jan-18,
1901.3.29.88,,Amphibia,Gymnophiona,Caeciliidae,Caecilia nigricans,Dec-17,,,,"Rio Lita, N.W. Ecuador 3000ft",0.866764,-78.469946,12.00,25%,2.6,"Centroid taken from the town of Lita, situated on a rio = river, at the given altitude of 910m. Extent tries to include the nearby regions at the correct altitude, but unsure of where to limit in this inclusion, so certainty low ",Fisher,Jan-18,
1910.7.11.72,,Amphibia,Gymnophiona,Caeciliidae,Caecilia nigricans,Dec-17,,,,"San Juan, Colombia, Choco",4.661064,-76.938737,160.00,75%,2.6,Centroid taken using river protocol of the San Juan River in Colombia. ,Fisher,Jan-18,
1901.3.29.67,,Amphibia,Gymnophiona,Caeciliidae,Caecilia nigricans,Dec-17,,,,"St. Javier, N.W. Ecuador",-0.033322,-79.232461,170.00,100%,2.2,Unclear where St. Javier is or what it refers to. The original discription does not give more information. Centroid is a best guess to be in the middle of the North West region of Ecuador. Then the extent is taken to include this region,Fisher,Jan-18,
1946.9.5.15,,Amphibia,Gymnophiona,Caeciliidae,Caecilia pachynema,Dec-17,,,,"Intac, Ecuador",0.33039,-78.541374,2.29,0%,2.5,"Cannot find a locality for Intac, Ecuador. Can find the locality for a tiny river in the appropriate habitat range, however unsure if this is the correct locality.",Fisher,Jan-18,
1946.9.6.83,,Amphibia,Gymnophiona,Caeciliidae,Caecilia pachynema,Dec-17,,,,West Ecuador ,-1.253359,-79.832448,319.11,100%,2.2,"Centroid taken from a measurement equidistant between the country centroid to the western coast. ""Western Ecuador"" is taken as the area of land west of the Andes mountain range, which travels down the spine of the country. Very large extent but will cover the vague locality provided. ",Fisher,Jan-18,
1902.5.15.26,,Amphibia,Gymnophiona,Caeciliidae,Caecilia thompsoni,Dec-17,,,,"Villeta, Colombia, 3,500ft",5.011705,-74.470362,5.24,50%,2.7,"Centroid taken from the town of Villeta. The extent is taken to the surrounding areas at 1000m, in the surrounding valley. ",Fisher,Jan-18,
1907.8.28.1,,Amphibia,Gymnophiona,Typhlonectidae,Chthonerpeton viviparum,Dec-17,,,,Sta. Santa Catarina,-26.304409,-48.846353,19.63,25%,2.3,"Extent taken the town of Joinville in Santa Catarina in Brazil. This locality was taken from the website Amphibia species of the world, although the certianity of it being in that exact town is probably low. ",Fisher,Jan-18,
1901.12.19.137,,Amphibia,Gymnophiona,Dermophiidae,Dermophis gracilior,Dec-17,,,,Chiriqui,8.584898,-82.388578,103.01,100%,2.1,"Centroid taken from the region of Chiriqui in Panama, centroid taken from Google directions tool to the furthest extent in the south-west corner. ",Fisher,Jan-18,
1878.1.25.48,,Amphibia,Gymnophiona,Rhinatrematidae,Epicrionops bicolor,Dec-17,,,,"Intac, Ecuador 3900ft",0.267931,-78.589141,2.30,0%,2.5,"Cannot find a locality for Intac, Ecuador. Can find the locality for a tiny river in the appropriate habitat range, however unsure if this is the correct locality. This centroid was taken from the same river at the correct altitude.",Fisher,Jan-18,
1956.1.19.87,,Amphibia,Gymnophiona,Rhinatrematidae,Epicrionops bicolor,Dec-17,,,,"Santo Domingo de los Colorados, N.W Ecuador",-0.252188,-79.187938,59.60,100%,2.2,"Centroid taken from the region of Santo Domingo de los Colorados, now know as Santo Domingo de los Tsáchilas Province. Extent taken to the widest extent in the North West corner",Fisher,Jan-18,
1897.11.12.23,,Amphibia,Gymnophiona,Rhinatrematidae,Epicrionops parkeri,Dec-17,,,,"Medellin, Colombia",6.244202,-75.581211,20.31,20%,2.3,"Medellin the capital of Colombia's mountainous Antioquia province. Extent taken around the city's boundaries, provided by Google maps.",Fisher,Jan-18,
1902.5.29.207,,Amphibia,Gymnophiona,Rhinatrematidae,Epicrionops peruvianus,Dec-17,,,,"Marcapata Valley, East Peru",-13.591122,-70.976754,15.00,25%,2.7,Marcapata found as a distrcit with the centroid located in the valley. Although is a bit of a guess. Extent is drawn to cover the surrounding valley. ,Fisher,Jan-18,
1956.1.15.87,,Amphibia,Gymnophiona,Rhinatrematidae,Epicronops marmoratus,Dec-17,,,,"Santo Domingo de los Colorados, N.W Ecuador",-0.238905,-79.177426,11.53,25%,2.3,"Centroid taken from the canton of Santo Domingo de los Coloradors, in Ecuador. Located in the wider area around the city of Santo Domingo. ",Fisher,Jan-18,
1874.4.29.453-4,,Amphibia,Gymnophiona,Indotyphlidae,Gegeneophis carnosus,Dec-17,,,,"Periah Peak, Wynaad, 5,000ft",11.448065,76.141047,5.77,25%,2.6,"Centroid taken from the locality of Wynaad in Kerala, and the extent taken to the nearest covering all the correct altitude.",Fisher,Jan-18,
1979.773-774,,Amphibia,Gymnophiona,Indotyphlidae,Gegeneophis ramaswamii,Dec-17,,,,"Tenmalai Range, 550ft, Kerala State, India",9.024702,77.085641,10.19,50%,2.6,Tenmalai = Thenmala; selected 550 ft locality and then drew extent to include all areas at 550 ft near Thenmala,Fisher,Jan-18,
1909.2.23.10,,Amphibia,Gymnophiona,Dermophiidae,Geotrypetes angeli,Dec-17,,,,"Labe, French Guinea",11.323204,-12.28913,5.58,0%,2.3,"Centroid taken from the small town of Labe in modern Guinea, however this is small region, so the certainity would be low. ",Fisher,Jan-18,
1946.9.5.67,,Amphibia,Gymnophiona,Dermophiidae,Geotrypetes seraphini,Dec-17,,,,"Eastern Province, Sierra Leone",8.240382,-10.890334,104.67,75%,2.2,"Eastern most province of Seirra Leone. Geographic centroid according to Google maps, zoomed into the fullest after using directions tool to find the centroid to provide co-ordinates (provides repeatable centroid), to fullest extent southern tip",Fisher,Jan-18,
1895.2.18.4,,Amphibia,Gymnophiona,Dermophiidae,Geotrypetes seraphini,Dec-17,,,,Gaboon,-0.590945,11.797237,387.95,100%,2.1,"Centroid taken from using country (Gabon) centroid, zoomed to fullest extent. Then measured to the north-eastern edge of the country.",Fisher,Jan-18,
1946.9.5.38,,Amphibia,Gymnophiona,Dermophiidae,Geotrypetes seraphini,Dec-17,,,,"Gold Coast, Liberia",,,,,,"Unsure where the Gold Coast refers to, historically the Gold Coast refers to the country of Ghana. Or if even the locality data is right - the data portal entry refers to Tekyeman, Oda, Gold Coast - maybe one to check. ",Fisher,Jan-18,
1946.9.5.37,,Amphibia,Gymnophiona,Dermophiidae,Geotrypetes seraphini,Dec-17,,,,"Grand Cape Mount, Liberia",7.046776,-11.071176,66.17,50%,2.2,"A county in the northwestern portion of Liberia. Geographic centroid according to Google maps zoomed into the fullest. Used directions tool to find the centroid to provide co-ordinates (provides repeatable centroid), to fullest extent northern tip",Fisher,Jan-18,
1946.9.5.69,,Amphibia,Gymnophiona,Dermophiidae,Geotrypetes seraphini,Dec-17,,,,"Kumasi, Ashanti, Ghana",6.666599,-1.616272,15.59,25%,2.3,"Geographic centroid according to Google maps zoomed into the fullest, from the city of Kumasi, capital of the Ashanti region. Used directions tool to find the centroid to provide co-ordinates (provides repeatable centroid), to fullest extent northern-eastern tip",Fisher,Jan-18,
1946.9.6.34-35,,Amphibia,Gymnophiona,Dermophiidae,Geotrypetes seraphini,Dec-17,,,,"Lake Volta, Ghana",7.411838,0.220428,220.20,100%,2.7,"Estimated centroid taken from the centre of a very large lake, extent taken to the widest point where the rivers meet the body of water, in this case out the the north-easterly corner. ",Fisher,Jan-18,
1946.9.5.36,,Amphibia,Gymnophiona,Dermophiidae,Geotrypetes seraphini,Dec-17,,,,Liberia,6.448092,-9.307914,303.92,100%,2.1,Used Liberia centroid and fullest extent,Fisher,Jan-18,
1946.9.5.39-40,,Amphibia,Gymnophiona,Dermophiidae,Geotrypetes seraphini,Dec-17,,,,"Obuasi, Ghana",6.182968,-1.670744,5.45,25%,2.3,"Estimated centroid found in the Obuasi Municipal, a mining region, and fullest extent (to northeast corner)",Fisher,Jan-18,
1867.10.3.14,,Amphibia,Gymnophiona,Dermophiidae,Geotrypetes seraphini,Dec-17,,,,West Africa,1.296052,2.900811,2500.00,100%,2.1,"Centroid taken from in the middle of the Gulf of Guniea, and the extent is taken to include all the west africa that is known as the current distribution of Caecillians in this region of the world. Includes some area of sea, which is not the locality, but centroid is placed there to ensure extent is reasonable in its coverage. ",Fisher,Jan-18,
1949.9.5.20,,Amphibia,Gymnophiona,Indotyphlidae,Grandisonia larvata,Dec-17,,,,"Cascade Estate, Mahe, 1000ft, Seychelles",-4.673863,55.492628,5.67,75%,2.2/2.6,"Centroid taken from the midpoint at that altitude in that region. Then extent taken to all the areas at that altitude in the region. Treated like a river as the altitude follows a clear line (ridge) to take extent. 1000ft taken as 300m, using Google maps topography tool. ",Fisher,Jan-18,
1946.9.5.41,,Amphibia,Gymnophiona,Indotyphlidae,Grandisonia larvata,Dec-17,,,,"Cascade, Mahe, Seychelles",-4.670554,55.497018,3.26,50%,2.2,"District of Cascade, on the island of Mahe, largest island of the Seychelles archipelago. Geographic centroid according to Google maps zoomed into the fullest. Used directions tool to find the centroid to provide co-ordinates (provides repeatable centroid), to fullest extent western edge",Fisher,Jan-18,
1946.9.5.42-43,,Amphibia,Gymnophiona,Indotyphlidae,Grandisonia larvata,Dec-17,,,,"Mahe, Seychelles",-4.68267,55.480397,14.95,100%,2.2,"Centroid taken from using island direction centering, zoomed to fullest extent. Then measured to the southern-most tip of the island in the Seychelles archipelago. ",Fisher,Jan-18,
1946.9.5.21-22,,Amphibia,Gymnophiona,Indotyphlidae,Grandisonia larvata,Dec-17,,,,"Praslin Island, Seychelles",-4.332591,55.746726,8.64,100%,2.1,"Centroid taken from using island direction centering, zoomed to fullest extent. Then measured to the western-most edge of the island in the Seychelles archipelago. ",Fisher,Jan-18,
1946.9.5.46-48,,Amphibia,Gymnophiona,Indotyphlidae,Grandisonia larvata,Dec-17,,,,"Sea Coast below Cascade, Mahe, Seychelles",-4.663384,55.499576,5.74,100%,3.2,"Centroid taken as the middle of the sea coast below Cascade, and then the extent covers this entire stretch of coastline.",Fisher,Jan-18,
